CPU_Usage,RAM_Usage,Disk_Errors,Uptime,Failure
32.35432503940003,88.52330628638923,6.0447440190390385,501.4018098344759,181.10861274535705
46.68587376294464,88.92623318754406,370.5870344053446,741.0635444374781,559.9947217767543
6.642511820230523,14.868021818082234,406.35330064809114,495.34448060576653,988.3354991277678
62.302895326759135,20.74524083915632,478.4760436449819,25.313716631523263,800.1601866322914
86.66216884579036,96.80807052521567,169.86238326011022,495.4998657561159,317.5496018940663
5.8179199131259685,89.58790680809796,60.37415997333423,453.9000751676906,431.9048296088242
0.6263920236555087,29.38064691015495,17.46515174025076,213.20658885968925,581.9035343063266
39.83821411742212,32.7521870701069,326.8470657371251,970.9204175209775,850.3508034386919
19.491056062876687,70.79102706541104,338.3998511632594,776.5702617135231,788.9977467277644
94.56676182106287,8.035263893959954,235.83616780447565,287.01846670902444,925.2758775982466
95.67930684121777,98.29640694348811,312.3537558219375,794.6696930427108,624.247730531779
11.063435159056901,7.779417442956693,51.476134920065974,426.30927502879666,941.5099826690198
42.212474058514694,34.3811959635009,73.08097831274324,467.0003287954205,442.46187831813376
5.217923570546024,55.347766485054805,473.5254110031276,861.7631946307012,994.9728336849699
11.376959461521652,4.938543312077648,478.11454014300585,85.13849753276249,338.99772887940907
85.86397843929757,35.13444041667814,465.52223744505807,382.83634008772384,228.22360866458104
36.87548495193934,86.48501267263723,50.19289296887375,811.3584450564998,285.49254748968013
86.24326268538333,28.104383448893124,222.4024434062382,182.54423935603336,385.46768402031375
31.318053667773384,56.30571143192825,358.08720380714044,975.7359445039768,347.8155928069533
22.95739459752112,19.353923176664555,23.897522782764746,205.94723708895245,451.4717235680056
